name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,auc,0.5,0.91
2_DecisionTree,Decision Tree,auc,0.5178210792856703,6.65
3_Linear,Linear,auc,0.6033922457097165,3.2
4_Default_Xgboost,Xgboost,auc,0.5517883870174072,26.29
5_Default_NeuralNetwork,Neural Network,auc,0.5639672564738688,2.64
6_Default_RandomForest,Random Forest,auc,0.5583263280913621,7.23
Ensemble,Ensemble,auc,0.6033922457097165,0.51
