0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0.0,0.0,0.0,0.3719721,0.0,0.3113638,0.0,0.0,0.0,0.0,0.0,0.0,0.036062546,0.0,0.52071947,0.0,0.058875218,0.0,0.50787336,0.09848278,0.0,0.0,0.0,0.06099565,0.49105278,0.0,0.0,0.3934039,0.0,0.0,0.066980176
0.0,0.0,0.0,0.0,0.15684794,0.0,0.15722273,0.0,0.0,0.0,0.0,0.0,0.0,0.24011552,0.0,0.05443936,0.0,0.15348302,0.0,0.71636075,0.33693388,0.0,0.0,0.33055675,0.23827645,0.15612856,0.0,0.0,0.08954354,0.0,0.0,0.045361076
0.0,0.0,0.0,0.0,0.4449179,0.0,0.36309573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6784212,0.0,0.0,0.0,0.46227476,0.0,0.0,0.0,0.0,0.0,0.6242883,0.0,0.0,0.5274715,0.0,0.0,0.10600851
0.0,0.0,0.0,0.0,0.34536543,0.0,0.30288702,0.0,0.0,0.0,0.0,0.0,0.0,0.040373378,0.0,0.48967245,0.0,0.07976167,0.0,0.56408197,0.14159614,0.0,0.0,0.027049713,0.08928836,0.43522632,0.0,0.0,0.3762184,0.0,0.0,0.07669791
0.0,0.0,0.0,0.0,0.31548136,0.0,0.22402415,0.0,0.0,0.0,0.0,0.0,0.0,0.06938609,0.0,0.37005523,0.0,0.06832035,0.0,0.5366586,0.14281355,0.0,0.0,0.09945194,0.090705335,0.35201752,0.0,0.0,0.30869257,0.0,0.0,0.06489491
0.0,0.0,0.0,0.0,0.16528547,0.0,0.11601981,0.0,0.0,0.0,0.0,0.0,0.0,0.22414812,0.0,0.048590057,0.0,0.12194769,0.0,0.62556857,0.2906739,0.0,0.0,0.33539397,0.2102411,0.075235754,0.0,0.0,0.074483216,0.0,0.0,0.025029901
0.0,0.0,0.0,0.0,0.2011104,0.0,0.1610075,0.0,0.0,0.0,0.0,0.0,0.0,0.22964628,0.0,0.12746684,0.0,0.15919839,0.0,0.73457205,0.3498087,0.0,0.0,0.35032213,0.24331816,0.14326456,0.0,0.0,0.11821495,0.0,0.0,0.053633038
0.0,0.0,0.0,0.0,0.25725338,0.0,0.17269379,0.0,0.0,0.0,0.0,0.0,0.0,0.17370452,0.0,0.22636946,0.0,0.14381377,0.0,0.65523756,0.22565892,0.0,0.0,0.2783706,0.13669625,0.19647741,0.0,0.0,0.18986031,0.0,0.0,0.064539395
0.0,0.0,0.0,0.0,0.45149377,0.0,0.3770962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73321766,0.0,0.0,0.0,0.38563213,0.0,0.0,0.0,0.0,0.0,0.6707146,0.0,0.0,0.54620165,0.0,0.0,0.109439336
0.0,0.0,0.0,0.0,0.24183588,0.0,0.21919832,0.0,0.0,0.0,0.0,0.0,0.0,0.17213325,0.0,0.24527813,0.0,0.13697456,0.0,0.69776654,0.2323083,0.0,0.0,0.23690246,0.13925949,0.2687213,0.0,0.0,0.22974284,0.0,0.0,0.07450915
0.0,0.0,0.0,0.0,0.49640682,0.0,0.41178694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647949,0.0,0.0,0.0,0.41457507,0.0,0.0,0.0,0.0,0.0,0.7421443,0.0,0.0,0.56370586,0.0,0.0,0.09688335
0.0,0.0,0.0,0.0,0.40776348,0.0,0.3369964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6003799,0.0,0.003904446,0.0,0.4742824,0.018973654,0.0,0.0,0.0,0.021262048,0.59315395,0.0,0.0,0.45404142,0.0,0.0,0.09909103
0.0,0.0,0.0,0.0,0.41157958,0.0,0.37520957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6504529,0.0,0.0,0.0,0.42505166,0.0,0.0,0.0,0.0,0.0,0.64285845,0.0,0.0,0.5029769,0.0,0.0,0.10463864
0.0,0.0,0.0,0.0,0.18452814,0.0,0.1508843,0.0,0.0,0.0,0.0,0.0,0.0,0.17801966,0.0,0.154836,0.0,0.14683701,0.0,0.6318121,0.27569008,0.0,0.0,0.27964222,0.19476709,0.18191451,0.0,0.0,0.14034711,0.0,0.0,0.044808988
0.0,0.0,0.0,0.0,0.4262915,0.0,0.3508454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6235384,0.0,0.0029750606,0.0,0.46297568,0.056027114,0.0,0.0,0.0,0.025533045,0.5587948,0.0,0.0,0.48167694,0.0,0.0,0.07214985
0.0,0.0,0.0,0.0,0.18720573,0.0,0.11966766,0.0,0.0,0.0,0.0,0.0,0.0,0.20217887,0.0,0.12946126,0.0,0.14817037,0.0,0.7135164,0.28756917,0.0,0.0,0.38480407,0.19333163,0.13533622,0.0,0.0,0.1512515,0.0,0.0,0.0634665
0.0,0.0,0.0,0.0,0.44073394,0.0,0.3575395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65828294,0.0,0.0,0.0,0.44632104,0.0,0.0,0.0,0.0,0.0,0.6412072,0.0,0.0,0.51701826,0.0,0.0,0.0894253
0.0,0.0,0.0,0.0,0.22356455,0.0,0.1929992,0.0,0.0,0.0,0.0,0.0,0.0,0.17187306,0.0,0.19823936,0.0,0.17151122,0.0,0.67739195,0.32570514,0.0,0.0,0.28970063,0.21288238,0.18213108,0.0,0.0,0.14737129,0.0,0.0,0.026478354
0.0,0.0,0.0,0.0,0.26033446,0.0,0.22790027,0.0,0.0,0.0,0.0,0.0,0.0,0.11271799,0.0,0.32444987,0.0,0.07248734,0.0,0.55182177,0.15091598,0.0,0.0,0.08050146,0.10512482,0.3510757,0.0,0.0,0.27842876,0.0,0.0,0.09901636
0.0,0.0,0.0,0.0,0.35087663,0.0,0.28708652,0.0,0.0,0.0,0.0,0.0,0.0,0.06729909,0.0,0.45432732,0.0,0.09380905,0.0,0.5828648,0.1381264,0.0,0.0,0.07187807,0.11822612,0.45725983,0.0,0.0,0.34648156,0.0,0.0,0.04753766
