feature,shap_importance
feature_10,0.09373747665371908
feature_25,0.02915010755489834
feature_12,0.010535066258715189
feature_77,0.008747315666697213
feature_85,0.00868835542287694
feature_48,0.008622143097582769
feature_66,0.005364733205396766
feature_69,0.004046923376587761
feature_34,0.0038825802001761457
feature_2,0.002845301147925251
feature_7,0.002817716973028115
feature_55,0.002650314058649743
feature_21,0.0023422719791639382
feature_79,0.002176316136502789
feature_47,0.001661670261440376
feature_42,0.0016012822423585205
feature_94,0.0015941446997818948
feature_15,0.001547551198332996
feature_29,0.0015396896157469152
feature_16,0.0014162902432152918
feature_45,0.0011439923608433389
feature_90,0.001118003572840565
feature_50,0.001028465589085891
feature_78,0.0010153757612891615
feature_1,0.0009724717859506126
feature_46,0.0009347130953160982
feature_20,0.0009168112658000414
feature_31,0.0009075195915100037
feature_39,0.0008791349063459085
feature_99,0.0007812223295376991
feature_14,0.0006384769472000249
feature_36,0.0006035379802028948
feature_27,0.00048084641734940525
feature_57,0.00046206536969501245
feature_100,0.0004560637816305993
feature_35,0.00043921899774884796
feature_61,0.00043442834090959856
feature_41,0.000405089503729636
feature_49,0.0003872320244174595
feature_37,0.0003835031692159305
feature_19,0.0003230680258093019
feature_60,0.000318972123068946
feature_88,0.0002895461764690343
feature_75,0.00026808087978785625
feature_8,0.0002513799472814562
feature_63,0.00024801503206841956
feature_65,0.0002469301005688365
feature_86,0.0002440067064386335
feature_17,0.0002365328039878181
feature_44,0.00019940329452287334
feature_97,0.0001942290585125823
feature_92,0.00018736355064419993
feature_82,0.00018627878755453524
feature_81,0.0001828475013514787
feature_40,0.00017479984024374479
feature_3,0.0001741085860687793
feature_9,0.00017370801265525606
feature_4,0.0001726316947076822
feature_62,0.0001674550048132407
feature_68,0.0001669034710814375
feature_95,0.00016675928115608728
feature_52,0.00015588450067949446
feature_5,0.00015389735037371648
feature_6,0.00015294932739190286
feature_73,0.00015142314440227072
feature_22,0.00015141405677452708
feature_84,0.0001495972169564244
feature_38,0.00014171204940190274
feature_11,0.0001415850884183512
feature_87,0.00014035310557115413
feature_43,0.00013731770234215573
feature_51,0.00011794384658012585
feature_54,0.00011793026157912983
feature_33,0.00011517220642494599
feature_72,0.00011302420032088502
feature_91,0.00010374581272794258
feature_93,0.0001003762440499466
feature_80,9.644656868265058e-05
feature_53,8.779945920874166e-05
feature_13,8.697963142380663e-05
feature_59,8.664606401493253e-05
feature_30,8.66420360750512e-05
feature_18,8.310835989823933e-05
feature_89,7.906210589801237e-05
feature_71,7.651958317431704e-05
feature_32,7.544629106792011e-05
feature_28,5.90916247775475e-05
feature_67,5.813985021036813e-05
feature_24,5.553052720842633e-05
feature_64,5.254419863781744e-05
feature_96,5.167316921431344e-05
feature_70,5.1458411831705525e-05
feature_23,5.0794141263961326e-05
feature_76,4.297263714519482e-05
feature_26,4.226641993251206e-05
feature_56,4.1599047120166926e-05
feature_74,3.80567280290925e-05
feature_83,3.603681167743636e-05
feature_98,3.1375042361661634e-05
feature_58,0.0
