name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,auc,0.5,1.08
2_DecisionTree,Decision Tree,auc,0.5131270219649242,9.48
3_Default_Xgboost,Xgboost,auc,0.5656219989783756,90.51
4_Default_NeuralNetwork,Neural Network,auc,0.5541689085646178,7.01
5_Default_RandomForest,Random Forest,auc,0.5521171462625576,18.66
Ensemble,Ensemble,auc,0.5734156308530565,0.66
