name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,auc,0.5,0.93
2_DecisionTree,Decision Tree,auc,0.5290146237152514,7.02
3_Linear,Linear,auc,0.5842243222735739,5.73
4_Default_Xgboost,Xgboost,auc,0.6472546044009105,52.3
5_Default_NeuralNetwork,Neural Network,auc,0.5620128302407394,2.91
6_Default_RandomForest,Random Forest,auc,0.5950455266606883,12.78
Ensemble,Ensemble,auc,0.6472546044009105,0.45
