name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,auc,0.5,1.36
2_DecisionTree,Decision Tree,auc,0.5194805194805194,12.35
3_Linear,Linear,auc,0.5598086124401913,7.16
4_Default_Xgboost,Xgboost,auc,0.6224367737525632,58.33
5_Default_NeuralNetwork,Neural Network,auc,0.5839029391660971,4.09
6_Default_RandomForest,Random Forest,auc,0.5350307587149692,14.64
Ensemble,Ensemble,auc,0.6224367737525632,0.78
